num;label
124337;Thumb Down
10806;Zooming In With Two Fingers
107393;Sliding Two Fingers Up
46527;Swiping Right
145295;Sliding Two Fingers Left
83083;Thumb Down
112198;No gesture
68243;Zooming Out With Two Fingers
1479;Stop Sign
70471;Thumb Up
142427;Swiping Right
135632;Sliding Two Fingers Down
1444;Swiping Down
76505;Drumming Fingers
1669;Thumb Down
96368;Swiping Up
49817;Swiping Right
38705;Sliding Two Fingers Up
129975;Sliding Two Fingers Down
109349;Zooming In With Two Fingers
21422;Zooming Out With Two Fingers
66906;Zooming In With Two Fingers
40004;Zooming In With Two Fingers
109473;Zooming Out With Two Fingers
27483;Drumming Fingers
45764;Thumb Down
108133;Thumb Up
143483;Zooming Out With Two Fingers
69021;No gesture
51897;Stop Sign
116981;Thumb Down
67052;Sliding Two Fingers Down
58615;Sliding Two Fingers Down
143704;Zooming Out With Two Fingers
823;Zooming Out With Two Fingers
76256;Drumming Fingers
143908;Swiping Right
128844;Sliding Two Fingers Left
111182;Sliding Two Fingers Up
126179;Zooming Out With Two Fingers
58985;Swiping Down
47493;Sliding Two Fingers Up
89766;Sliding Two Fingers Up
147249;Sliding Two Fingers Down
64398;Zooming In With Two Fingers
38317;Sliding Two Fingers Right
14946;Sliding Two Fingers Left
22969;Swiping Up
113654;Thumb Up
9898;Swiping Up
103927;Sliding Two Fingers Left
78664;Swiping Down
71763;Zooming Out With Two Fingers
46488;Sliding Two Fingers Right
3827;Thumb Up
11808;Swiping Down
29620;Zooming In With Two Fingers
21423;Thumb Up
122871;Swiping Up
15310;Zooming In With Two Fingers
58849;Zooming Out With Two Fingers
1534;Zooming Out With Two Fingers
40280;Drumming Fingers
25886;Sliding Two Fingers Up
147418;Sliding Two Fingers Down
118762;Zooming Out With Two Fingers
79057;Sliding Two Fingers Down
94468;Sliding Two Fingers Up
108928;Zooming In With Two Fingers
86822;Thumb Up
88196;Zooming In With Two Fingers
34442;Stop Sign
138040;Thumb Up
99170;Sliding Two Fingers Up
34225;Sliding Two Fingers Right
135835;Thumb Up
135304;Zooming Out With Two Fingers
74185;Sliding Two Fingers Up
4217;Sliding Two Fingers Right
18513;Swiping Right
138395;Swiping Right
141113;Zooming In With Two Fingers
32247;No gesture
146543;Zooming In With Two Fingers
143232;Swiping Down
86551;No gesture
120061;Sliding Two Fingers Down
81625;Swiping Right
23082;Zooming Out With Two Fingers
10403;Zooming In With Two Fingers
54599;Sliding Two Fingers Up
28895;Sliding Two Fingers Right
76943;No gesture
81665;Zooming Out With Two Fingers
35969;No gesture
35583;Swiping Up
85544;Swiping Up
58477;Drumming Fingers
41987;Thumb Up
128044;Swiping Down
44467;Thumb Up
85869;Swiping Right
98379;Zooming Out With Two Fingers
55632;Drumming Fingers
21763;Sliding Two Fingers Left
27141;Stop Sign
137252;Zooming In With Two Fingers
32446;Drumming Fingers
14087;Drumming Fingers
86401;Zooming Out With Two Fingers
28562;Swiping Down
44690;Thumb Up
11025;Thumb Up
129986;Thumb Down
72754;Sliding Two Fingers Right
53622;Zooming Out With Two Fingers
41846;Sliding Two Fingers Right
128990;Drumming Fingers
35212;Sliding Two Fingers Right
142641;Sliding Two Fingers Left
105386;Sliding Two Fingers Right
127741;Swiping Right
5864;Zooming In With Two Fingers
48113;Swiping Down
87377;Swiping Down
146965;Swiping Up
67308;Drumming Fingers
127059;Stop Sign
67970;Thumb Up
112182;Sliding Two Fingers Right
140231;Sliding Two Fingers Up
140379;Zooming Out With Two Fingers
39905;Drumming Fingers
141983;Sliding Two Fingers Left
75198;Sliding Two Fingers Up
73395;Swiping Down
100187;Swiping Down
147120;Zooming Out With Two Fingers
44743;Zooming In With Two Fingers
130059;Swiping Down
36217;Thumb Down
119957;Zooming Out With Two Fingers
66829;Drumming Fingers
39245;Sliding Two Fingers Left
99080;Sliding Two Fingers Right
133769;Stop Sign
119906;Swiping Right
96144;Zooming Out With Two Fingers
36127;Drumming Fingers
142783;Sliding Two Fingers Left
34678;Drumming Fingers
43702;Thumb Down
11464;Swiping Up
54617;Thumb Up
21708;Swiping Right
121978;Drumming Fingers
119383;Zooming In With Two Fingers
8153;Swiping Down
111092;Sliding Two Fingers Right
25287;Thumb Down
79603;Swiping Right
123420;Sliding Two Fingers Down
57011;Thumb Up
53158;Stop Sign
37597;Swiping Up
98530;Thumb Up
95873;Thumb Down
22900;Zooming Out With Two Fingers
13088;Thumb Up
57359;Thumb Up
139901;Stop Sign
80014;Thumb Down
17716;Sliding Two Fingers Left
17692;Zooming Out With Two Fingers
57529;Stop Sign
98066;Zooming Out With Two Fingers
52866;Zooming In With Two Fingers
83968;Drumming Fingers
117761;Zooming In With Two Fingers
36810;Zooming Out With Two Fingers
48707;Thumb Up
135488;Swiping Up
101383;Thumb Down
97296;Sliding Two Fingers Right
17243;Sliding Two Fingers Up
29537;Sliding Two Fingers Right
84979;Stop Sign
80992;Swiping Down
100194;Thumb Down
35486;Zooming Out With Two Fingers
103572;Zooming Out With Two Fingers
105480;Thumb Down
142795;Zooming In With Two Fingers
143083;Thumb Down
123252;Zooming In With Two Fingers
32525;Sliding Two Fingers Right
110897;Zooming In With Two Fingers
41981;Swiping Down
78531;Zooming Out With Two Fingers
84900;Zooming Out With Two Fingers
91049;Stop Sign
141771;Zooming Out With Two Fingers
15286;Thumb Down
50979;Sliding Two Fingers Left
126862;Sliding Two Fingers Up
85531;Swiping Up
85779;Sliding Two Fingers Down
45340;Sliding Two Fingers Up
46917;Zooming In With Two Fingers
136327;Sliding Two Fingers Left
15271;Swiping Down
19045;Sliding Two Fingers Right
136143;Swiping Up
4690;No gesture
131912;Thumb Up
112460;Thumb Up
59294;Zooming Out With Two Fingers
106905;Zooming In With Two Fingers
47009;Swiping Down
98603;Drumming Fingers
122972;No gesture
91082;Sliding Two Fingers Left
128074;Sliding Two Fingers Left
143915;No gesture
97644;No gesture
145689;Sliding Two Fingers Up
68805;Sliding Two Fingers Up
70885;Thumb Down
105955;Sliding Two Fingers Right
19666;No gesture
87044;Swiping Right
89631;Zooming In With Two Fingers
29737;Zooming In With Two Fingers
143968;Thumb Down
49825;Thumb Up
147523;Thumb Up
39653;Zooming Out With Two Fingers
38994;No gesture
98010;Sliding Two Fingers Left
86403;Zooming In With Two Fingers
4968;Zooming In With Two Fingers
65251;Swiping Up
34663;Swiping Up
101565;Sliding Two Fingers Left
69747;Thumb Up
54826;Zooming In With Two Fingers
82341;Sliding Two Fingers Down
3690;Zooming In With Two Fingers
76849;No gesture
143593;Swiping Down
97057;Swiping Down
44447;Sliding Two Fingers Down
83012;Thumb Down
111306;Thumb Up
26182;Sliding Two Fingers Down
112646;Sliding Two Fingers Right
87893;Zooming In With Two Fingers
121672;Zooming In With Two Fingers
127311;Sliding Two Fingers Up
111325;Drumming Fingers
84075;Sliding Two Fingers Right
12909;Drumming Fingers
46902;Zooming In With Two Fingers
52164;Swiping Down
31999;Swiping Down
71655;Swiping Down
37648;Thumb Up
60316;Sliding Two Fingers Right
106544;Sliding Two Fingers Right
77423;Thumb Down
69114;Drumming Fingers
24191;No gesture
27979;Sliding Two Fingers Up
73207;Thumb Down
116872;Swiping Up
107803;Sliding Two Fingers Right
70983;Swiping Down
114633;Swiping Down
99808;Zooming Out With Two Fingers
34774;Swiping Up
60122;Thumb Up
15749;Thumb Down
144327;Sliding Two Fingers Right
47423;Stop Sign
30268;Swiping Right
83740;Thumb Up
99052;Thumb Up
113621;Drumming Fingers
69868;Sliding Two Fingers Down
46133;Sliding Two Fingers Down
7002;Zooming In With Two Fingers
5539;Thumb Down
93951;Sliding Two Fingers Up
56160;Swiping Down
9600;Thumb Up
139771;Sliding Two Fingers Down
78543;Sliding Two Fingers Left
33928;Zooming Out With Two Fingers
127456;Zooming Out With Two Fingers
45783;Stop Sign
52283;Sliding Two Fingers Right
54627;Drumming Fingers
126614;Zooming Out With Two Fingers
63140;Swiping Down
115551;Zooming Out With Two Fingers
127490;Sliding Two Fingers Right
99122;Swiping Up
143827;Zooming In With Two Fingers
139112;Swiping Right
87418;Sliding Two Fingers Left
92924;Drumming Fingers
119477;Swiping Right
50746;Swiping Down
17621;Zooming In With Two Fingers
137478;Zooming In With Two Fingers
7395;Sliding Two Fingers Left
53173;Thumb Down
35791;Stop Sign
111494;No gesture
10974;Zooming In With Two Fingers
140184;Sliding Two Fingers Right
42617;Sliding Two Fingers Down
28556;Sliding Two Fingers Left
105468;No gesture
59716;Zooming In With Two Fingers
84572;Thumb Up
115044;Swiping Right
51579;Swiping Right
77931;Sliding Two Fingers Down
94613;Swiping Up
52255;Stop Sign
44714;Drumming Fingers
35834;Drumming Fingers
115159;Sliding Two Fingers Right
134575;Sliding Two Fingers Up
33880;No gesture
7617;Swiping Right
56229;Thumb Down
28858;Thumb Down
42938;Thumb Up
38900;Thumb Up
130349;Zooming In With Two Fingers
92236;Swiping Down
54585;Thumb Down
52802;Drumming Fingers
92752;Sliding Two Fingers Left
35355;Sliding Two Fingers Right
61768;Zooming Out With Two Fingers
45604;Sliding Two Fingers Left
102089;No gesture
111164;Drumming Fingers
125639;Swiping Down
24553;Swiping Right
108015;No gesture
105886;Sliding Two Fingers Down
113125;Sliding Two Fingers Right
61226;Swiping Right
60089;Sliding Two Fingers Down
88033;Swiping Right
25041;Swiping Down
31981;Thumb Down
112394;Drumming Fingers
23978;Thumb Down
120325;Thumb Up
126246;Thumb Up
25692;Swiping Up
5490;Swiping Right
120994;Thumb Up
15293;Thumb Down
47557;Sliding Two Fingers Left
44030;Sliding Two Fingers Down
124235;Swiping Right
101078;No gesture
73364;Sliding Two Fingers Right
139956;Drumming Fingers
70174;Sliding Two Fingers Left
110975;Stop Sign
57342;Swiping Up
47663;Sliding Two Fingers Down
138656;Zooming In With Two Fingers
112399;Swiping Right
66290;Swiping Right
130512;Drumming Fingers
71688;Zooming In With Two Fingers
108041;Sliding Two Fingers Down
652;Thumb Up
145754;Sliding Two Fingers Right
75749;Sliding Two Fingers Left
106964;Thumb Down
109551;Thumb Down
73885;Swiping Down
25646;Swiping Down
77966;Thumb Down
30725;Stop Sign
136696;Drumming Fingers
7590;Zooming Out With Two Fingers
12966;Thumb Down
41014;Sliding Two Fingers Right
61145;Swiping Right
87945;No gesture
129309;Swiping Down
76808;Sliding Two Fingers Left
59050;Stop Sign
42672;Zooming Out With Two Fingers
73820;Sliding Two Fingers Up
117570;Zooming In With Two Fingers
144033;Stop Sign
57079;Sliding Two Fingers Left
33489;Zooming Out With Two Fingers
29492;Thumb Down
131671;Sliding Two Fingers Up
60073;Stop Sign
37668;Stop Sign
7217;Zooming In With Two Fingers
97498;Sliding Two Fingers Up
31796;Thumb Down
125854;Zooming In With Two Fingers
60168;Sliding Two Fingers Down
102028;Sliding Two Fingers Left
27911;Swiping Right
81384;Sliding Two Fingers Up
111435;Stop Sign
12221;Swiping Down
79491;Sliding Two Fingers Right
135041;Swiping Up
57055;Drumming Fingers
4675;Zooming Out With Two Fingers
94467;Drumming Fingers
44812;Thumb Down
4829;No gesture
7579;Drumming Fingers
22043;Sliding Two Fingers Up
52610;Zooming Out With Two Fingers
7024;Sliding Two Fingers Right
32441;Swiping Up
46244;Zooming Out With Two Fingers
15482;Thumb Down
97470;Swiping Down
102404;Zooming In With Two Fingers
147616;Sliding Two Fingers Left
77928;Drumming Fingers
1954;Swiping Down
76623;Sliding Two Fingers Left
47198;No gesture
77914;Zooming In With Two Fingers
102964;Sliding Two Fingers Down
69783;Sliding Two Fingers Left
143697;Swiping Up
98743;Swiping Down
18447;Stop Sign
64382;Drumming Fingers
125137;Sliding Two Fingers Down
62574;Drumming Fingers
25905;Thumb Down
134875;Drumming Fingers
79051;Zooming Out With Two Fingers
42353;No gesture
95572;Drumming Fingers
117769;Swiping Up
13020;Sliding Two Fingers Up
85587;Sliding Two Fingers Down
29461;No gesture
63406;Thumb Down
23267;Stop Sign
80513;Thumb Up
11663;Thumb Up
63175;No gesture
105916;Sliding Two Fingers Up
44614;Stop Sign
18318;Drumming Fingers
33205;Swiping Up
2971;Swiping Up
132669;Stop Sign
54551;Sliding Two Fingers Left
33798;Swiping Down
30793;Thumb Up
66553;Thumb Up
48962;Thumb Up
57658;Thumb Up
8819;Zooming In With Two Fingers
74416;Sliding Two Fingers Right
48472;Swiping Up
30492;Thumb Up
59315;Sliding Two Fingers Down
29859;Swiping Right
78045;Sliding Two Fingers Right
33725;Sliding Two Fingers Left
58872;Sliding Two Fingers Left
138809;Zooming In With Two Fingers
88857;No gesture
143919;Swiping Up
38003;Thumb Up
7401;Thumb Up
37589;Zooming In With Two Fingers
94473;Zooming Out With Two Fingers
42008;Sliding Two Fingers Down
23790;Drumming Fingers
39305;Swiping Down
138127;Sliding Two Fingers Left
141773;Thumb Down
111781;Swiping Down
65343;Sliding Two Fingers Left
36436;Swiping Up
17564;Sliding Two Fingers Left
21756;Sliding Two Fingers Left
336;Swiping Up
65778;Swiping Down
94715;Swiping Right
7667;Sliding Two Fingers Up
105225;Thumb Up
34196;Sliding Two Fingers Down
102188;No gesture
55919;Sliding Two Fingers Up
17990;Sliding Two Fingers Up
101455;Sliding Two Fingers Down
74229;Sliding Two Fingers Up
112159;Thumb Down
137916;Sliding Two Fingers Up
76673;Zooming In With Two Fingers
62943;Swiping Up
120317;Zooming In With Two Fingers
72810;No gesture
120186;Swiping Right
88691;Swiping Down
20508;Sliding Two Fingers Up
46777;Sliding Two Fingers Left
121286;Zooming In With Two Fingers
81604;Swiping Up
58862;Sliding Two Fingers Right
105535;Thumb Up
87061;Sliding Two Fingers Right
43714;Sliding Two Fingers Right
59874;Thumb Down
121942;Swiping Right
4087;Sliding Two Fingers Right
74824;Zooming Out With Two Fingers
116048;Thumb Down
35247;Sliding Two Fingers Up
89357;Sliding Two Fingers Down
145324;Swiping Right
78021;Swiping Up
18241;No gesture
64758;Drumming Fingers
12519;Swiping Up
130528;Swiping Up
67108;Stop Sign
21105;Sliding Two Fingers Down
132690;Sliding Two Fingers Right
72396;Swiping Right
94411;Sliding Two Fingers Up
98786;Sliding Two Fingers Down
3391;Drumming Fingers
118116;No gesture
131515;Stop Sign
26246;Stop Sign
103255;Thumb Up
91860;Sliding Two Fingers Right
119823;Sliding Two Fingers Down
124590;Stop Sign
29515;Sliding Two Fingers Down
112158;Zooming Out With Two Fingers
146695;Sliding Two Fingers Left
133022;Thumb Down
140881;No gesture
129517;Stop Sign
76257;Swiping Up
8186;Drumming Fingers
108584;Swiping Up
64962;Zooming In With Two Fingers
33575;Swiping Down
81879;Zooming Out With Two Fingers
726;Swiping Up
10457;Stop Sign
55829;Swiping Down
131825;Sliding Two Fingers Up
119868;No gesture
82250;Sliding Two Fingers Up
147334;Zooming Out With Two Fingers
76305;Zooming In With Two Fingers
12113;Thumb Up
107688;Zooming In With Two Fingers
95444;Drumming Fingers
92938;Swiping Right
60312;Swiping Down
86161;Sliding Two Fingers Up
91602;Sliding Two Fingers Left
56563;Sliding Two Fingers Down
60673;Thumb Up
79713;Swiping Up
3899;Sliding Two Fingers Up
41328;Sliding Two Fingers Right
145954;No gesture
103712;Sliding Two Fingers Up
68007;Thumb Up
86422;Sliding Two Fingers Up
90215;Zooming Out With Two Fingers
46631;No gesture
35571;Thumb Down
64850;Swiping Right
47482;Zooming In With Two Fingers
101899;Sliding Two Fingers Up
62388;Thumb Down
131120;Sliding Two Fingers Left
140220;Swiping Down
88693;Swiping Down
86199;Sliding Two Fingers Right
135915;Zooming Out With Two Fingers
60870;Zooming Out With Two Fingers
25433;Drumming Fingers
79600;Thumb Down
128764;Swiping Down
49326;Sliding Two Fingers Left
32967;Zooming In With Two Fingers
98778;Stop Sign
9800;Swiping Right
6773;Drumming Fingers
116952;Swiping Right
85525;Thumb Up
140171;Thumb Down
119044;Swiping Down
81188;No gesture
135919;Drumming Fingers
112938;Zooming In With Two Fingers
48164;Swiping Right
42608;Swiping Down
34893;No gesture
118854;Sliding Two Fingers Down
131959;Thumb Down
43091;Swiping Down
31884;Swiping Down
14765;Sliding Two Fingers Left
21435;Sliding Two Fingers Right
29736;Thumb Down
76587;Swiping Up
72532;Stop Sign
114234;Thumb Up
87542;Stop Sign
3389;Zooming In With Two Fingers
22852;Zooming Out With Two Fingers
24579;Swiping Up
34252;Sliding Two Fingers Up
43975;Swiping Down
95221;Zooming Out With Two Fingers
23427;Swiping Right
134899;Zooming In With Two Fingers
69559;No gesture
137033;Swiping Up
68498;Zooming In With Two Fingers
66676;Zooming In With Two Fingers
109127;Thumb Up
141352;Swiping Up
63070;Swiping Right
128702;Swiping Up
106449;Thumb Up
54970;Thumb Up
73245;Zooming Out With Two Fingers
52840;Sliding Two Fingers Left
100085;Swiping Up
505;Swiping Down
87511;Swiping Up
26893;Zooming Out With Two Fingers
96849;Sliding Two Fingers Down
112903;Sliding Two Fingers Right
120103;Stop Sign
65247;Zooming In With Two Fingers
146561;Zooming In With Two Fingers
4953;Sliding Two Fingers Right
143870;No gesture
10690;Sliding Two Fingers Left
117950;No gesture
137627;Zooming In With Two Fingers
120256;Thumb Up
92969;Zooming Out With Two Fingers
48484;Zooming Out With Two Fingers
129809;Swiping Up
146291;Zooming In With Two Fingers
47921;Thumb Down
44804;Stop Sign
93150;No gesture
126901;Zooming Out With Two Fingers
50235;Sliding Two Fingers Left
61836;Swiping Down
4569;Swiping Down
134547;Sliding Two Fingers Right
136306;Zooming Out With Two Fingers
100331;Zooming In With Two Fingers
134302;Sliding Two Fingers Right
115118;Thumb Down
115989;Sliding Two Fingers Down
11611;Stop Sign
60429;Swiping Up
34191;Zooming In With Two Fingers
95402;Swiping Down
99689;Thumb Down
75684;Zooming In With Two Fingers
66322;Sliding Two Fingers Down
138932;Thumb Up
146258;Sliding Two Fingers Left
138313;Thumb Down
130709;Zooming In With Two Fingers
105378;Thumb Down
108231;Swiping Up
88295;Stop Sign
56979;Stop Sign
88354;Sliding Two Fingers Right
70020;Drumming Fingers
136184;Sliding Two Fingers Down
10933;Swiping Up
85886;Swiping Right
13522;Sliding Two Fingers Down
142086;Zooming Out With Two Fingers
21862;Drumming Fingers
39226;Drumming Fingers
130292;No gesture
86580;Drumming Fingers
130227;Sliding Two Fingers Right
5239;Sliding Two Fingers Up
145676;Thumb Up
59112;Sliding Two Fingers Down
30168;Sliding Two Fingers Down
40296;Zooming In With Two Fingers
79036;Thumb Up
95842;Sliding Two Fingers Up
37652;Thumb Up
6957;Zooming Out With Two Fingers
62128;Sliding Two Fingers Up
112407;Sliding Two Fingers Right
59521;Zooming In With Two Fingers
17451;Sliding Two Fingers Up
37173;No gesture
12065;Thumb Down
119317;Swiping Down
40499;No gesture
101552;Swiping Down
23885;Drumming Fingers
41705;Thumb Up
9265;No gesture
117056;Sliding Two Fingers Left
105954;Swiping Up
121486;Sliding Two Fingers Left
31448;Swiping Down
17669;No gesture
61025;Thumb Down
44905;Zooming In With Two Fingers
16601;Swiping Up
8126;Swiping Right
28006;Stop Sign
122277;Sliding Two Fingers Down
14162;Sliding Two Fingers Up
118503;Swiping Down
81413;Swiping Right
136117;Drumming Fingers
51011;Zooming Out With Two Fingers
96684;Zooming In With Two Fingers
33345;Thumb Down
35509;Stop Sign
138634;Sliding Two Fingers Left
103019;Sliding Two Fingers Down
133630;Swiping Down
14770;Swiping Up
133761;No gesture
114252;Thumb Down
128172;Swiping Up
134438;Sliding Two Fingers Right
132434;Swiping Up
95132;Sliding Two Fingers Down
83298;Swiping Down
91907;Stop Sign
26553;Thumb Up
107487;Zooming Out With Two Fingers
37566;Sliding Two Fingers Down
97418;Drumming Fingers
42212;Stop Sign
2976;Swiping Down
53595;Thumb Down
59341;Thumb Down
87270;Sliding Two Fingers Left
42326;Zooming Out With Two Fingers
21800;Sliding Two Fingers Left
134121;Thumb Up
31513;Swiping Down
118667;Swiping Right
34447;Drumming Fingers
60243;Thumb Up
116900;Swiping Right
33460;Zooming Out With Two Fingers
15445;Thumb Down
8989;Sliding Two Fingers Down
97920;Thumb Up
136617;No gesture
118027;Sliding Two Fingers Right
35536;Thumb Down
117571;Zooming In With Two Fingers
49322;Thumb Up
47530;Thumb Down
97668;Zooming Out With Two Fingers
45121;Thumb Down
43377;Drumming Fingers
77601;Zooming In With Two Fingers
80517;Stop Sign
81951;Sliding Two Fingers Left
49058;Sliding Two Fingers Down
107723;Sliding Two Fingers Up
35954;Thumb Down
32349;Sliding Two Fingers Right
53856;Swiping Down
30267;Swiping Down
23791;Swiping Right
62174;Sliding Two Fingers Up
49513;Swiping Right
71568;Thumb Down
6350;Swiping Down
100676;Sliding Two Fingers Up
76373;Swiping Up
56300;Sliding Two Fingers Down
130380;Zooming Out With Two Fingers
55517;Thumb Down
6955;Stop Sign
15949;Thumb Down
77460;Sliding Two Fingers Down
62188;Sliding Two Fingers Left
2558;Zooming Out With Two Fingers
139470;Swiping Right
88920;Swiping Up
47204;Sliding Two Fingers Right
95454;Sliding Two Fingers Left
29148;Thumb Up
122198;Sliding Two Fingers Up
96201;Thumb Up
10325;Sliding Two Fingers Up
79404;Sliding Two Fingers Right
12545;Sliding Two Fingers Right
113169;Sliding Two Fingers Down
119359;Stop Sign
92707;Sliding Two Fingers Up
76570;Thumb Down
57875;Sliding Two Fingers Right
73158;Sliding Two Fingers Up
30911;Sliding Two Fingers Up
10709;Stop Sign
34617;Sliding Two Fingers Up
76251;Swiping Right
112220;Swiping Right
36953;Sliding Two Fingers Left
41007;Swiping Up
43566;Zooming In With Two Fingers
19036;No gesture
22622;Sliding Two Fingers Up
84348;Zooming In With Two Fingers
98745;Thumb Up
104960;No gesture
104030;Thumb Up
76826;Swiping Up
53952;Drumming Fingers
89925;Zooming Out With Two Fingers
134047;Sliding Two Fingers Left
29994;Drumming Fingers
102326;Swiping Up
18979;Zooming In With Two Fingers
70593;Sliding Two Fingers Down
13975;Sliding Two Fingers Up
146006;No gesture
89273;Thumb Down
116030;Thumb Down
11286;Sliding Two Fingers Left
74512;Zooming Out With Two Fingers
101551;No gesture
34809;Drumming Fingers
94889;Drumming Fingers
83142;Sliding Two Fingers Left
15791;Sliding Two Fingers Up
56856;Thumb Up
6382;No gesture
140515;Swiping Up
29382;Sliding Two Fingers Right
98636;Drumming Fingers
17493;Drumming Fingers
136994;No gesture
31583;Sliding Two Fingers Down
68380;Swiping Up
137798;Swiping Up
2928;Drumming Fingers
143105;Sliding Two Fingers Down
51219;Stop Sign
62121;Zooming Out With Two Fingers
33524;Swiping Down
105717;Swiping Down
91407;Zooming In With Two Fingers
54850;Zooming Out With Two Fingers
112262;Zooming Out With Two Fingers
85519;Thumb Down
2208;Swiping Up
108493;Drumming Fingers
75854;Zooming Out With Two Fingers
94321;Stop Sign
132864;Sliding Two Fingers Left
121011;Sliding Two Fingers Right
92060;No gesture
42769;Sliding Two Fingers Left
139250;Sliding Two Fingers Left
91644;Swiping Up
144402;Thumb Up
35880;Thumb Down
58710;Sliding Two Fingers Left
34211;Swiping Down
125201;Thumb Up
145914;Sliding Two Fingers Up
16864;Thumb Up
29028;Thumb Down
106158;Swiping Right
22722;Sliding Two Fingers Up
106081;Drumming Fingers
77020;Sliding Two Fingers Down
110061;Drumming Fingers
137813;Sliding Two Fingers Right
21398;No gesture
146162;Swiping Right
109082;Zooming In With Two Fingers
77955;Swiping Down
13223;Drumming Fingers
102104;Swiping Down
129511;Swiping Right
104400;Swiping Down
86109;Sliding Two Fingers Left
67064;Stop Sign
120355;Zooming In With Two Fingers
13133;No gesture
130221;Drumming Fingers
55989;Sliding Two Fingers Left
19387;Sliding Two Fingers Down
110403;Swiping Down
13365;Swiping Down
56964;Sliding Two Fingers Up
50465;Zooming In With Two Fingers
135245;No gesture
51126;Stop Sign
125213;Sliding Two Fingers Up
4214;Zooming Out With Two Fingers
121567;Zooming In With Two Fingers
129935;Swiping Right
54501;Swiping Up
95474;Thumb Down
64032;Swiping Right
100004;Swiping Down
26103;Sliding Two Fingers Down
77008;Thumb Up
5534;Swiping Right
58739;Zooming Out With Two Fingers
35220;Zooming In With Two Fingers
22702;Swiping Up
99783;Zooming In With Two Fingers
137635;Drumming Fingers
114296;Thumb Up
104152;Sliding Two Fingers Down
131389;Swiping Down
61221;Zooming In With Two Fingers
114068;Sliding Two Fingers Left
28771;Sliding Two Fingers Up
17374;Zooming Out With Two Fingers
112169;Thumb Down
119068;Thumb Down
24715;Swiping Down
2510;Sliding Two Fingers Down
95166;Drumming Fingers
127506;Zooming In With Two Fingers
52888;Stop Sign
12873;Swiping Right
42335;Swiping Up
80492;Thumb Down
12676;Stop Sign
47093;No gesture
67122;Thumb Up
109426;No gesture
59848;Sliding Two Fingers Up
85075;Swiping Down
135277;Thumb Up
67792;Zooming Out With Two Fingers
146045;Swiping Up
80993;Zooming Out With Two Fingers
126262;No gesture
57663;Swiping Right
116652;Sliding Two Fingers Down
19750;Sliding Two Fingers Down
9027;Sliding Two Fingers Up
126152;Sliding Two Fingers Left
113154;Zooming Out With Two Fingers
140504;Thumb Up
11350;Sliding Two Fingers Up
32818;Sliding Two Fingers Left
36548;Sliding Two Fingers Down
45770;Swiping Up
81783;Drumming Fingers
66225;Sliding Two Fingers Down
148027;Thumb Down
29773;Swiping Down
4961;No gesture
27094;Drumming Fingers
143371;Thumb Down
122727;Swiping Down
90159;Sliding Two Fingers Up
141758;Sliding Two Fingers Down
101655;Thumb Up
90093;Sliding Two Fingers Up
630;Zooming In With Two Fingers
41816;Sliding Two Fingers Left
134965;Sliding Two Fingers Right
10605;Drumming Fingers
86427;Sliding Two Fingers Down
131679;No gesture
68322;Swiping Down
43115;Drumming Fingers
62357;Sliding Two Fingers Up
46526;Thumb Up
36488;Sliding Two Fingers Down
78686;Thumb Down
19699;Drumming Fingers
33643;Sliding Two Fingers Left
8980;Drumming Fingers
20619;Sliding Two Fingers Right
94745;Drumming Fingers
34341;No gesture
9473;Sliding Two Fingers Right
114037;Sliding Two Fingers Up
100769;Sliding Two Fingers Up
69541;Zooming Out With Two Fingers
142812;No gesture
92550;Thumb Up
27276;Stop Sign
73178;Sliding Two Fingers Right
92425;Swiping Right
30879;Sliding Two Fingers Up
71920;Zooming In With Two Fingers
21414;Swiping Up
134094;Sliding Two Fingers Down
20543;Swiping Up
14236;Sliding Two Fingers Left
89012;Thumb Up
52386;Swiping Down
78084;Zooming In With Two Fingers
145845;Swiping Right
27453;Thumb Up
93165;Sliding Two Fingers Left
126711;Sliding Two Fingers Down
131459;Sliding Two Fingers Up
49184;Swiping Up
107985;Sliding Two Fingers Up
141006;Sliding Two Fingers Right
53137;Stop Sign
130131;Swiping Right
18543;Swiping Down
146511;Sliding Two Fingers Down
10956;No gesture
50137;Sliding Two Fingers Down
22426;Thumb Down
78612;Sliding Two Fingers Left
57994;Zooming In With Two Fingers
83915;Swiping Right
70086;Swiping Right
77352;Thumb Up
144487;Swiping Right
86533;Sliding Two Fingers Up
105128;Thumb Up
53202;Sliding Two Fingers Left
86369;Zooming Out With Two Fingers
16216;Sliding Two Fingers Right
48423;Sliding Two Fingers Up
92445;Sliding Two Fingers Down
47380;Sliding Two Fingers Left
122988;Swiping Right
11843;Stop Sign
139357;Drumming Fingers
143828;Sliding Two Fingers Right
29150;Zooming In With Two Fingers
43908;Thumb Up
142823;Zooming Out With Two Fingers
131115;Zooming Out With Two Fingers
65766;Zooming In With Two Fingers
80901;Swiping Right
98268;Zooming Out With Two Fingers
146866;No gesture
134195;Stop Sign
137049;Sliding Two Fingers Right
88048;Zooming Out With Two Fingers
126093;Drumming Fingers
144959;Swiping Down
28301;Swiping Up
124526;Thumb Down
136031;Zooming In With Two Fingers
104504;No gesture
6475;No gesture
64170;Zooming In With Two Fingers
20232;Thumb Down
130768;Drumming Fingers
100622;Swiping Right
121741;Thumb Up
3033;Sliding Two Fingers Up
105768;Thumb Down
144625;Zooming In With Two Fingers
